cog.000001	KOSI07+F+G4	1.350059278	0.1631482832
cog.000004	KOSI07+F3X4	2.508699029	0.001
cog.000003	KOSI07+F+G4	1.100168124	0.3271336989
cog.000002	KOSI07+F+I+G4	1.67407992	0.1306694417
cog.000006	KOSI07+F3X4+G4	2.450032034	0.1325432236
cog.000005	KOSI07+F3X4+I	1.53290175	0.180456525
cog.000027	KOSI07+F3X4+G4	1.64561437	0.11385231
cog.000026	KOSI07+F3X4+G4	1.715171126	0.3519863438
cog.000025	KOSI07+F3X4+I	1.499129705	0.1300092093
cog.000024	KOSI07+F3X4	1.336728967	0.1500429614
cog.000023	KOSI07+F3X4+G4	1.191966929	0.0802899289
cog.000022	KOSI07+F	1.793205628	0.07367682456
cog.000021	KOSI07+F3X4+G4	1.721805503	0.1751308514
cog.000020	KOSI07+F3X4	1.294995639	0.1049878337
cog.000019	KOSI07+F3X4	1.721159625	0.2470511853
cog.000018	KOSI07+F3X4+I	1.751477728	0.1532335737
cog.000017	KOSI07+F3X4+G4	1.685368547	0.05981663617
cog.000016	KOSI07+F+G4	1.882817726	0.1439006752
cog.000015	KOSI07+F3X4+G4	1.627215619	0.1601876925
cog.000014	KOSI07+F3X4	2.093011141	0.1474343703
cog.000013	KOSI07+F3X4+I+G4	1.633223266	0.1734378792
cog.000012	KOSI07+F3X4+G4	2.037426408	0.0180218413
cog.000011	KOSI07+F3X4+G4	1.267234844	0.2328969256
cog.000010	KOSI07+F3X4	2.146287706	0.1467263003
cog.000009	KOSI07+F3X4+G4	1.411626465	0.2504991224
cog.000008	KOSI07+F3X4+G4	1.235359805	0.1519708799
cog.000007	KOSI07+F3X4+G4	1.479737585	0.1228671374
cog.001257	KOSI07+F3X4	2.874256637	0.001
cog.001256	KOSI07+F3X4+I	0.9397094579	0.08123736702
cog.001255	KOSI07+F3X4+I	2.646765422	0.08154173945
cog.001254	KOSI07+F3X4	1.891256222	0.04279455088
cog.001253	KOSI07+FU+G4	1.967574058	0.1422603558
cog.001252	KOSI07+FU	1.503797696	0.282048138
cog.001251	KOSI07+F3X4+G4	1.201789976	0.05937512802
cog.001250	KOSI07+FU+G4	1.978297196	0.06343529804
cog.001249	KOSI07+F3X4+G4	2.167126583	0.04341212349
cog.001248	KOSI07+F+G4	2.773410837	0.02389307645
cog.001247	KOSI07+F3X4+G4	1.59738098	0.04177059116
cog.001246	KOSI07+F3X4	1.689563677	0.106109973
cog.001245	KOSI07+F3X4	1.786425389	0.0996525436
cog.001244	KOSI07+F3X4	1.379998485	0.08995650985
cog.001243	KOSI07+FU+G4	2.264233794	0.2513568529
cog.001242	KOSI07+F3X4+G4	2.383229775	0.0339074365
cog.001241	KOSI07+FU+G4	1.347407397	0.06437846671
cog.001240	KOSI07+F3X4	4.424195057	0.01599692153
cog.001239	KOSI07+F3X4+G4	2.205684532	0.02948518255
cog.001238	KOSI07+F3X4	1.723748703	0.06777470063
cog.001237	KOSI07+F3X4+I	1.88744298	0.04343114757
cog.001236	KOSI07+F3X4+I	1.483362069	0.122485549
cog.001235	KOSI07+F3X4	1.774366806	0.1134969818
cog.001234	KOSI07+F3X4	2.02492398	0.1359104048
cog.001233	KOSI07+F3X4	1.734406229	0.06833334611
cog.001232	KOSI07+F3X4	0.6799203857	0.1114410596
cog.001231	KOSI07+F3X4+I	1.831048615	0.07058652023
cog.001230	KOSI07+F3X4	1.768593382	0.1339965766
cog.001229	KOSI07+FU+I	2.774518393	0.008755623438
cog.001228	KOSI07+F3X4	2.170054418	0.06981504823
cog.001227	KOSI07+F3X4	1.72549429	0.07707013259
cog.001226	KOSI07+F3X4	1.304879071	0.1430465006
cog.001225	KOSI07+F+I	1.973735007	0.03064111295
cog.001224	KOSI07+F3X4+G4	1.64785642	0.07801379999
cog.001223	KOSI07+F3X4	1.709873031	0.06969314958
cog.001222	KOSI07+F3X4	1.779375838	0.01108628817
cog.001221	KOSI07+F3X4+I	2.004047379	0.08244610129
cog.001220	KOSI07+F3X4	1.341153024	0.04022778479
cog.001219	KOSI07+F3X4	2.374431901	0.05631382474
cog.001218	KOSI07+F3X4	1.507952626	0.04075240146
