cog.000001	2.9493e+00	843	2486.2599
cog.000002	1.4160e+00	798	1129.968
cog.000003	2.2292e+00	1683	3751.7436
cog.000004	4.3376e+00	3405	14769.528
cog.000005	5.9811e+00	1020	6100.722
cog.000006	3.4374e+00	2250	7734.15
cog.000007	1.6460e+00	1314	2162.844
cog.000008	2.7673e+00	405	1120.7565
cog.000009	3.2719e+00	975	3190.1025
cog.000010	4.5897e+00	990	4543.803
cog.000011	1.1990e-02	786	9.42414
cog.000012	2.7497e+00	774	2128.2678
cog.000013	1.2865e+00	1095	1408.7175
cog.000014	4.3524e+00	1086	4726.7064
cog.000015	3.2766e+00	1026	3361.7916
cog.000016	2.6657e+00	789	2103.2373
cog.000017	1.2500e+00	2061	2576.25
cog.000018	6.3388e-01	324	205.37712
cog.000019	1.3744e+00	1179	1620.4176
cog.000020	1.8528e+00	1773	3285.0144
cog.000021	7.3958e-01	1689	1249.15062
cog.000022	1.1041e+00	1065	1175.8665
cog.000023	9.8780e-02	249	24.59622
cog.000024	1.4800e+00	1110	1642.8
cog.000025	1.4830e+00	1092	1619.436
cog.000026	3.1810e-02	927	29.48787
cog.000027	2.2653e+00	717	1624.2201
cog.000028	4.9598e-01	999	495.48402
cog.000029	4.9911e-01	2661	1328.13171
cog.000030	9.7806e-01	1599	1563.91794
cog.000031	6.4960e-01	765	496.944
cog.000032	4.8053e-01	1356	651.59868
cog.000033	1.2049e+00	1182	1424.1918
cog.000034	1.8612e+00	1557	2897.8884
cog.000035	1.8039e+00	1173	2115.9747
cog.000036	9.4368e-01	2271	2143.09728
cog.000037	4.3530e-01	702	305.5806
cog.000038	6.1753e-01	876	540.95628
cog.000039	6.5879e-01	852	561.28908
cog.000040	1.2206e+00	315	384.489
cog.000041	7.3170e-01	681	498.2877
cog.000042	7.1665e-01	804	576.1866
cog.000043	1.1080e+00	447	495.276
cog.000044	9.9353e-01	711	706.39983
cog.000045	8.1338e-01	435	353.8203
cog.000046	1.6764e+00	1671	2801.2644
cog.000047	7.0557e-01	624	440.27568
cog.000048	8.2616e-01	372	307.33152
cog.000049	5.3713e-01	2166	1163.42358
cog.000050	8.9035e-01	861	766.59135
cog.000051	6.0284e-01	1344	810.21696
cog.000052	2.3220e+00	999	2319.678
cog.000053	8.5586e-01	801	685.54386
cog.000054	6.1510e-01	465	286.0215
cog.000055	5.4958e-01	387	212.68746
cog.000056	5.1369e-01	429	220.37301
cog.000057	5.3281e-01	1797	957.45957
cog.000058	1.8412e+00	1893	3485.3916
cog.000059	4.8410e-01	1638	792.9558
cog.000060	4.8657e-01	1617	786.78369
cog.000061	4.9890e-01	1635	815.7015
cog.000062	6.2028e-01	1638	1016.01864
cog.000063	6.3149e-01	1647	1040.06403
cog.000064	7.5025e-01	1815	1361.70375
cog.000065	5.1753e-01	771	399.01563
cog.000066	4.8701e-01	702	341.88102
cog.000067	8.4168e-01	798	671.66064
cog.000068	7.4713e-01	831	620.86503
cog.000069	4.6087e-01	735	338.73945
cog.000070	4.7447e-01	813	385.74411
cog.000071	4.1251e-01	756	311.85756
cog.000072	4.1928e-01	792	332.06976
cog.000073	3.9949e-01	753	300.81597
cog.000074	5.6691e-01	735	416.67885
cog.000075	8.0094e-01	780	624.7332
cog.000076	4.3998e-01	633	278.50734
cog.000077	4.1631e-01	747	310.98357
cog.000078	6.5534e-01	693	454.15062
cog.000079	1.0086e+00	834	841.1724
cog.000080	7.9200e-01	876	693.792
cog.000081	5.5003e-01	750	412.5225
cog.000082	4.0752e-01	822	334.98144
cog.000083	5.2447e-01	837	438.98139
cog.000084	4.0274e-01	855	344.3427
cog.000085	4.1555e-01	846	351.5553
cog.000086	4.2046e-01	846	355.70916
cog.000087	6.6928e-01	1857	1242.85296
cog.000088	8.7244e-01	1947	1698.64068
cog.000089	6.8458e-01	1890	1293.8562
cog.000090	5.9729e-01	996	594.90084
cog.000091	5.2061e-01	993	516.96573
cog.000092	2.1406e-01	996	213.20376
cog.000093	3.9866e-01	972	387.49752
cog.000094	4.7991e-01	1488	714.10608
cog.000095	6.2013e-01	1449	898.56837
cog.000096	6.4747e-01	1455	942.06885
cog.000097	5.0081e-01	1728	865.39968
cog.000098	3.7694e-01	1884	710.15496
cog.000099	4.8058e-01	1749	840.53442
cog.000100	4.9075e-01	1794	880.4055
cog.000101	3.1795e-01	1008	320.4936
cog.000102	5.3502e-01	1020	545.7204
cog.000103	4.5106e-01	699	315.29094
cog.000104	5.7214e-01	726	415.37364
cog.000105	3.6981e-01	687	254.05947
cog.000106	4.9080e-01	732	359.2656
cog.000107	3.9566e-01	684	270.63144
cog.000108	3.7911e-01	720	272.9592
cog.000109	5.8109e-01	729	423.61461
cog.000110	8.6803e-01	756	656.23068
cog.000111	6.8849e-01	1398	962.50902
cog.000112	6.0370e-01	1437	867.5169
cog.000113	5.4034e-01	1350	729.459
cog.000114	6.9912e-01	1416	989.95392
cog.000115	4.0175e-01	1470	590.5725
cog.000116	5.7179e-01	1008	576.36432
cog.000117	4.2521e-01	999	424.78479
cog.000118	5.3252e-01	999	531.98748
cog.000119	5.6152e-01	768	431.24736
cog.000120	4.5624e-01	732	333.96768
cog.000121	3.5539e-01	771	274.00569
cog.000122	1.4043e+00	780	1095.354
cog.000123	6.6923e-01	1218	815.12214
cog.000124	4.5218e-01	1185	535.8333
cog.000125	4.0440e-01	1176	475.5744
cog.000126	4.6125e-01	1482	683.5725
cog.000127	5.5538e-01	1359	754.76142
cog.000128	6.1496e-01	1380	848.6448
cog.000129	5.2188e-01	1389	724.89132
cog.000130	4.5317e-01	1398	633.53166
cog.000131	4.8739e-01	735	358.23165
