NC_015420.1_35,GCF_000211375.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NC_015420.1_40,GCF_000211375.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018797.1_11,GCF_001922025.1,WP_162920435_1,266,1-266,266,cog.000001,cls.000020,0
NZ_CP018797.1_12,GCF_001922025.1,WP_099046993_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018797.1_16,GCF_001922025.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018797.1_18,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018797.1_22,GCF_001922025.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018797.1_23,GCF_001922025.1,WP_162920435_1,266,1-266,266,cog.000001,cls.000020,0
NZ_CP018797.1_24,GCF_001922025.1,WP_099046994_1,255,1-255,255,cog.000001,cls.000020,0
NZ_CP018797.1_8,GCF_001922025.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP018798.1_2,GCF_001922025.1,WP_162920435_1,266,1-266,266,cog.000001,cls.000020,0
NZ_CP018798.1_58,GCF_001922025.1,WP_162920435_1,266,1-266,266,cog.000001,cls.000020,0
NZ_CP018798.1_59,GCF_001922025.1,WP_167547578_1,266,1-266,266,cog.000001,cls.000020,0
NZ_CP018798.1_61,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP043615.1_1984,GCF_008369805.1,WP_149315733_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP029971.1_1246,GCF_009739535.1,WP_086989537_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP029971.1_1704,GCF_009739535.1,WP_109249013_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP029971.1_260,GCF_009739535.1,WP_094753971_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP029971.1_392,GCF_009739535.1,WP_109249013_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP029971.1_941,GCF_009739535.1,WP_086989537_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP029972.1_28,GCF_009739535.1,WP_086989537_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP062473.1_1720,GCF_014879295.1,WP_192851669_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP094503.1_216,GCF_022810745.1,WP_109249013_1,258,1-258,258,cog.000001,cls.000020,0
NZ_CP094506.1_4,GCF_022810745.1,WP_080487858_1,262,1-262,262,cog.000001,cls.000020,0
NZ_CP094506.1_5,GCF_022810745.1,WP_095345110_1,263,1-263,263,cog.000001,cls.000020,0
NC_015421.1_11,GCF_000211375.1,WP_080487858_1,262,1-262,262,cog.000002,cls.000020,0
NC_015421.1_3,GCF_000211375.1,WP_080487858_1,262,1-262,262,cog.000002,cls.000020,0
NC_015428.1_2259,GCF_000211375.1,WP_080487858_1,262,1-262,262,cog.000002,cls.000020,0
NC_018611.1_32,GCF_000298115.2,WP_089121852_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP018796.1_1230,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP018796.1_442,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP018796.1_854,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP018798.1_41,GCF_001922025.1,WP_162920435_1,266,1-266,266,cog.000002,cls.000020,0
NZ_CP018798.1_43,GCF_001922025.1,WP_089121852_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP018798.1_51,GCF_001922025.1,WP_080487858_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP043615.1_1558,GCF_008369805.1,WP_149315694_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP029971.1_1097,GCF_009739535.1,WP_095345110_1,263,1-263,263,cog.000002,cls.000020,0
NZ_CP029972.1_39,GCF_009739535.1,WP_156645089_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP029972.1_44,GCF_009739535.1,WP_156645093_1,262,1-262,262,cog.000002,cls.000020,0
NZ_CP029972.1_47,GCF_009739535.1,WP_179286864_1,266,1-266,266,cog.000002,cls.000020,0
