cog.000001	KOSI07+FU+G4	1.426628117	0.1448380829
cog.000002	KOSI07+FU+G4	1.594131091	0.1216898706
cog.000003	KOSI07+F+G4	1.34734565	0.181165997
cog.000004	KOSI07+F+G4	1.169660139	0.3699886925
cog.000005	KOSI07+F+G4	1.184194409	0.2953177306
cog.000007	KOSI07+FU+G4	1.57611655	0.09915840528
cog.000006	KOSI07+F+G4	1.454716013	0.2145152665
cog.000009	KOSI07+FU+G4	1.513712666	0.2221563308
cog.000008	KOSI07+FU+G4	1.5933199	0.1806473437
cog.000013	KOSI07+FU+I	1.629700381	0.1095315626
cog.000012	KOSI07+FU+G4	1.335255759	0.2012412638
cog.000011	KOSI07+FU	4.483864161	0.1966953857
cog.000010	KOSI07+FU+G4	1.31668207	0.2501507186
cog.000014	KOSI07+F+G4	1.526615299	0.1994100244
cog.000019	KOSI07+FU+G4	1.641792161	0.1667662027
cog.000018	KOSI07+F1X4+G4	2.863531596	0.1947280458
cog.000017	KOSI07+F+G4	2.14925186	0.1538201269
cog.000016	KOSI07+F+G4	1.332320921	0.2050416377
cog.000015	KOSI07+F3X4+G4	1.301228791	0.2001444312
cog.000024	KOSI07+FU	1.456366012	0.1430338176
cog.000023	KOSI07+FU	2.909816822	0.2605160427
cog.000022	KOSI07+FU+G4	1.85141145	0.1472945793
cog.000021	KOSI07+FU+G4	4.022157355	0.03342783239
cog.000020	KOSI07+FU+G4	1.483712866	0.1943250406
cog.000056	KOSI07+FU+I	1.491790688	0.08873651595
cog.000055	KOSI07+FU+G4	2.029512881	0.06231134088
cog.000054	KOSI07+FU+G4	1.25053164	0.07507857102
cog.000053	KOSI07+FU+G4	1.875792515	0.1222235105
cog.000052	KOSI07+F3X4+G4	1.363725511	0.1461732832
cog.000051	KOSI07+F+G4	1.617001371	0.03396511844
cog.000050	KOSI07+FU+G4	2.233862911	0.1265420301
cog.000049	KOSI07+FU+G4	1.734429657	0.04077227977
cog.000048	KOSI07+FU	1.555540822	0.1389754762
cog.000047	KOSI07+FU+G4	1.360547887	0.08832503573
cog.000046	KOSI07+FU+G4	1.733261865	0.1701455627
cog.000045	KOSI07+FU+G4	1.654677028	0.1063463252
cog.000044	KOSI07+FU+G4	1.707234893	0.077138449
cog.000043	KOSI07+F3X4+G4	1.74284136	0.08515199542
cog.000042	KOSI07+F3X4+G4	2.022837067	0.3098349879
cog.000041	KOSI07+FU+G4	2.03154128	0.08520510948
cog.000040	KOSI07+F1X4+I	2.315066025	0.08241550582
cog.000039	KOSI07+FU+G4	1.665739556	0.05000034509
cog.000038	KOSI07+FU+G4	1.413940756	0.03977704339
cog.000037	KOSI07+FU	1.626391017	0.02314753804
cog.000036	KOSI07+F+G4	1.945425878	0.0703652003
cog.000035	KOSI07+F3X4+G4	1.766412677	0.245640216
cog.000034	KOSI07+F+G4	1.369492833	0.1896862432
cog.000033	KOSI07+FU+G4	1.35677996	0.2303915195
cog.000032	KOSI07+FU+G4	2.511831212	0.02771929908
cog.000031	KOSI07+FU	2.088592855	0.03447714317
cog.000030	KOSI07+F+G4	1.722741904	0.07643294932
cog.000029	KOSI07+FU+G4	1.854874897	0.02263833936
cog.000028	KOSI07+F+G4	1.759986713	0.06683684132
cog.000027	KOSI07+FU	1.432570195	0.1316480808
cog.000026	KOSI07+F1X4+I	2.346699719	0.07207993117
cog.000025	KOSI07+FU	1.315365011	0.1523473165
cog.001689	KOSI07+FU	1.330278072	0.001
cog.001688	KOSI07+F1X4	50	0.001
